National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
NW-2018-1202510,PSU18-04-13-Er,"Whale, gray",WA,Pacific,Ocean Park,"6 miles north of Oysterville Road access, Leadbetter Point State Park",46.63259,decimal degrees,-124.07203,decimal degrees,Y,,,Y,,,,,,,,,,Y,Y,,Y,,Y,good blubber layer,,entangled in crab pot gear w/assoc. hemorrhage,4/13/18,Beach or Land,Advanced Decomposition,Y,4/13/18,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,YEARLING,809,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,Y,limited,4/15/18,"the whale was entangled in crab pot gear with associated hemorrhage; left side of animal could not be examined, and thoracic organs were only partially examined due to time constraints (i.e., tide and daylight hours) and extent of decomposition of internal organs (late Code 4); blubber layer was good",
NW-2018-1202085,CRC-1650,"Whale, gray",WA,Grays Harbor,Taholah,S of Pt Grenville,47.2735,decimal degrees,-124.2341,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,Y,,,,Y,See Remarks,,,4/19/18,Beach or Land,Moderate Decomposition,Y,4/20/18,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1289,cm,actual,0,,notMeasured,Y,Y,,,,,,,,,,,,,,Y,limited,4/20/18,"found dead on beach morning of 19 Apr. Not there the previous day.. laying on back, tipped to L side. Outer layer of skin just starting to peel. ""blister"" on ventral tailstock, just anterior to fluke insertion. Few whale lice, mostly in genital slit and on R pec fin. Slightly bloated. Body curved to L at tailstock.. . No evidence of HI seen, but unable to examine entire body.",
NW-2018-1202086,CRC-1651,"Whale, gray",WA,Grays Harbor,Ocean Shores,1/2 mile south of Taurus Approach,46.957,decimal degrees,-124.1768,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,,,,,See Remarks,,photos only,4/28/18,Beach or Land,Fresh Dead,N,,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,YEARLING,750,cm,estimate,0,,notMeasured,N,,,,,,,,,,,,,Y,washed out with overnight tide,N,,,"Reported rolling in surf at 1800 as tide going out. Got stuck on a sand bar about 30 feet from the shoreline at approx 1900. Candace K went to check on it in the morning and it was gone. Examined via photos.. Examined via photos. Very thin, some outer layer of skin starting to slough on the L tailstock. Tiny barnacles on head, whale lice at L gape.. .",
NW-2018-1202914,CRC-1652,"Whale, gray",WA,Jefferson,Queets,"1/4 mile S of South Beach campground, on QIN land",47.5625,decimal degrees,-124.3611,decimal degrees,Y,C,C,Y,,,See Remarks,,,,,,,N,Y,,Y,,Y,See Remarks,,,5/7/18,Beach or Land,Advanced Decomposition,Y,5/8/18,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1280,cm,actual,0,,notMeasured,N,Y,,,,,,,,,,,,,,Y,,,"Escorted by Quinault Department of Natural Resources since it was on tribal land.. Extremely bloated. Large patches of skin sloughing off, all skin gone from tailstock and fluke. Tons of flies, massive amount of maggots in mouth. Laying on back and tipped to Rt side. Tailstock bent almost 90 degrees to the left. Cyst/blister on ventral tailstock (seen in other stranded grays as well). Evidence of old entanglement on tailstock. Appears to have been 2-3 wraps, significant indentation into blubber on ventral side at fluke insertion. Some old killer whale rakes on fluke, edge of L pec fin and fluke tips missing. Blubber had little oil--poor nutritional condition.. . Evidence of old entanglement on tailstock. Appears to have been 2-3 wraps, significant indentation into blubber on ventral side at fluke insertion. No bruising at site, likley happened some time ago and unrelated to stranding. Unable to examine top of head and back.",
NW-2018-1202918,CRC-1656,"Whale, gray",WA,Clallam,Destruction Island,20 miles offshore La Push,46.6725,decimal degrees,-124.9185,decimal degrees,Y,C,C,Y,,,See Remarks,,,,,,,N,Y,Y,Y,N,N,See Remarks,,,5/8/18,Swimming,Alive,Y,5/8/18,Alive,N,N,N,P,N,N,N,,,N,,N,,N,Y,N,N,N,N,N,N,N,N,"Body in ""C"" shape, with flukes held 15-20 feet down. Animal unable to dive, appears to have a pneumothorax. Gear deeply embedded into tailstock.",,,UNKNOWN,YEARLING,800,cm,estimate,0,,,Y,N,N,N,N,,,N,,,N,N,,N,,N,,,"Live entangled, partially disentangled on 09-May-18. 18 May 18, dead whale photograhed floating 20 miles offshore in an area known as ¿The Prairie¿. Matched to this whale via markings on pec fin. 26 May 18, dead whale reported at tip of Ledbetter Point, response by PSU. Field ID assigned PSU 18-05-27 Er. Matched to this whale via markings on pec fin and embedded line on tailstock.. . Body in ""C"" shape, with flukes held 15-20 feet down. Animal unable to dive, appears to have a pneumothorax. Gear deeply embedded into tailstock.. Live and entangled in crab gear. Line deeply embedded in tailstock.",
NW-2018-1202916,CRC-1654,"Whale, humpback",WA,Grays Harbor,Ocean Shores,floating offshore,47.0266,decimal degrees,-124.19,decimal degrees,Y,C,C,Y,,,See Remarks,,,,,,,Y,Y,N,Y,N,N,See Remarks,,,5/17/18,Floating,Moderate Decomposition,Y,5/20/18,Moderate Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,YEARLING,868,cm,actual,0,,notMeasured,Y,N,Y,N,N,,,N,,,N,N,,N,by ocean shores city planner 5/20/18,Y,limited,5/20/18,"Coast Guard initially responded evening of 17 May, took one photo (bouys visible). Reported that carcass was drifting south. Whale carcass reported morning of 18 May floating inside the entrance to Grays Harbor, no photos. SR3 and CRC (Doug, Jen, Casey) responded with USCG assistance but unable to locate whale. USCG helicopter saw carcass deep inside harbor (46*57 29.45, 123*58 55.96) at 1830 but on water team unable to locate. At same time, Dan Ayers of WDFW was getting sightings of a carcass floating off Ocean Shores on outer coast. Another dead whale found in mudflat near Hoquiam on 21 May (CRC-1657), now think that whale was the one inside the harbor. This whale reported coming ashore after dark on 19 May, CRC notified on morning of 20 May. WDFW Enf and State Parks set up a perimeter and kept an eye on the whale until we could arrive.. Extremely bloated. Large piece of skin sloughing. Green and white line wrapped tightly around L pec fin and passes throught L gape. Evidence of a wrap around throat (bloating likely caused rope to snap--frayed ends visible). Green, orange, and white lines wrapped around tailstock. Faint impressions across ventral L fluke. Trailing 2 crap pots.. . Green and white line wrapped tightly around L pec fin and passes throught L gape. Evidence of a wrap around throat (bloating likely caused rope to snap--frayed ends visible). Green, orange, and white lines wrapped around tailstock. Faint impressions across ventral L fluke. Trailing 2 crap pots. Originally seen with 2 orange buoys (while floating), one visible in initial photos of the beach landing, but had been removed by unknown persons prior to our arrival on scene.",
NW-2018-1202919,CRC-1657,"Whale, gray",WA,Grays Harbor,Hoquiam,in mudflats near tip of Bowerman Airfield,46.9417,decimal degrees,-123.9531,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,N,N,N,N,N,See Remarks,,,5/21/18,Beach or Land,Advanced Decomposition,Y,5/21/18,Advanced Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,YEARLING,750,cm,estimate,0,,notMeasured,N,Y,N,N,N,,,N,,,N,N,,N,,N,,,First seen from trail in the refuge. Got permission and an escort to access whale from the airfield. Suspect this was the whale that was reported to the Coast Guard floating inside the Gray's Harbor bar on 18 May and mistaken for entangled humpback CRC-1654.. Almost completely skinless. Bones exposed at head and flippers. Many shark bites. Carcass deflated.. . unable to determine due to carcass condition,
NW-2018-1202688,PSU18-05-27-Er,"Whale, gray",WA,Pacific,Ocean Park,northernmost tip of Leadbetter Point State Park,46.65312,decimal degrees,-124.07145,decimal degrees,Y,N,C,Y,,N,,,,,,,,Y,Y,,Y,,Y,poor body condition,,extensive soft tissue damage at peduncle in vicinity of rope entanglement,5/27/18,Beach or Land,Advanced Decomposition,Y,5/27/18,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,YEARLING,792,cm,estimate,,,notMeasured,Y,Y,,,,,,,,,,,,,,Y,limited,5/29/18,"A rope was wrapped around the peduncle of the whale, just anterior to the flukes. Extensive soft tissue damage was present in the vicinity of the rope. Several lesions were located along the dorsal peduncle. There were a few areas of hemorrhage on the animal. Most of the ventral and right sides of the whale could not be examined due to its orientation on the beach. Body condition was poor.",
NW-2018-1203474,CRC-1661,"Whale, humpback",WA,Grays Harbor,Queets,"near Whale Creek, QIN",47.4853,decimal degrees,-124.3436,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,N,N,N,N,See Remarks,,,6/23/18,Beach or Land,Advanced Decomposition,Y,6/28/18,Advanced Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,YEARLING,825,cm,actual,0,,notMeasured,Y,Y,N,N,N,,,N,,,N,N,,N,,N,,,"first photographed on 23 June by QIN natural resources enforcement, reported to CRC on 25 June by Scott Mazzone. Tribal escort arranged for response on 28 June.. most skin missing, blubber ""melting"". Carcass deflated, tons of maggots. Laying belly up.. . HI unable to determine due to carcass condition.",
NW-2018-1203475,CRC-1662,"Whale, gray",WA,Grays Harbor,Taholah,1.5 miles S of Quinault River,47.332,decimal degrees,-124.2889,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,N,N,,N,See Remarks,,,6/25/18,Beach or Land,Advanced Decomposition,Y,6/28/18,Advanced Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1100,cm,estimate,0,,notMeasured,Y,Y,N,N,N,,,N,,,N,N,,N,,N,,,"reported on 25 June at same time as CRC-1661. Escort arranged for response on 28 June.. laying on back, deflated, skinless. Outer layer of blubber dessicated. Carcass folded in 1/2 into ""v"" shape. Bones showing on manidbles and flippers.. . HI Unable to determine due to carcass condition",
NW-2018-1203476,CRC-1663,"Whale, killer",WA,Pacific,Tokeland,just N of the Tidelands resort,46.723,decimal degrees,-124.0303,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,Y,N,Y,N,N,See Remarks,,,6/27/18,Beach or Land,Moderate Decomposition,Y,7/1/18,Moderate Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,234,cm,actual,0,,notMeasured,Y,N,Y,N,N,,,N,,,N,N,,N,"soft tissues buried, skeleton collected for education",Y,complete,7/1/18,"First seen and photographed on the 27th in a relatively remote spot and RP unable to secure carcass, washed out overnight. Came ashore again in ocean shores late on 30 Jun, examined next morning by CRC/WDFW.. Carcass bloated, most of the skin missing. R eye scavenged, L eye punctured. Genital slit distended. Dorsal fin ragged, skinless and floppy. Scavenging at umbilical area. Possible fetal folds visible in photos from 6/27. Exposed blubber has reddened areas visible around head, ""shoulders"", dorsal (forward of fin), and around genital slit. Faint rake marks on dorsal L fluke. Mouth open with bloating, tongue mostly scavenged.. . HI undetermined due to carcass condition.",
NW-2018-1203477,CRC-1665,"Whale, gray",WA,Grays Harbor,Ocean Shores,just N of Chance al a mer approach,47.0197,decimal degrees,-124.1634,decimal degrees,Y,Y,C,C,,,See Remarks,,,,,,,N,Y,Y,Y,N,N,See Remarks,,,6/28/18,Swimming,Alive,Y,6/28/18,Fresh Dead,N,N,N,,N,Y,N,,,N,,N,,N,Y,N,N,N,N,N,N,N,N,"Breathing shallow shallow, with long intervals in between breaths. Laying on belly. Extemely emaciated. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. Whale lice all over body, including dorsal surface of fluke (unusual--suspect unable to lift flukes properly).",,,FEMALE,SUBADULT,910,cm,actual,0,,notMeasured,Y,N,Y,N,N,,,N,,,N,N,,N,buried by city planner on 29 June.,Y,complete,6/28/18,"Seen live in surf close to shore at 1230. Totally on beach at 1430 with little water surrounding it. Used buckets to keep dorsal surface wet for the animal's comfort until it died at 16:30. Necropsy performed at 18:30 after tide had gone out further.. Laying on belly. Extemely emaciated. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. Whale lice all over body, including dorsal surface of fluke (unusual--suspect unable to lift flukes properly). Tailstock in deep puddle of water, unable to examine. Area of skin that appears raised and inflamed on L axillae.. Breathing shallow shallow, with long intervals in between breaths. Laying on belly. Extemely emaciated. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. Whale lice all over body, including dorsal surface of fluke (unusual--suspect unable to lift flukes properly).. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. At least 4 shattered vertebrae at site, approx 1 month's worth of healing in tissues. Areas of internal infection at trauma site. Suspect animal hit by ship, with subsequent infection, emaciation and live stranding.",
NW-2018-1204642,CRC-1680,"Whale, gray",WA,Jefferson,La Push,S of Mosquito Creek,47.8188,decimal degrees,-124.4903,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,N,N,,N,See Remarks,,,7/22/18,Beach or Land,Mummified/Skeletal,N,,Mummified/Skeletal,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,800,cm,estimate,0,,notMeasured,Y,N,N,N,N,,,N,,,N,N,,Y,,N,,,"First seen on 22 July, not reported until 27 July. Unable to find anyone who could confirm carcass was still at location, no response due to carcass condition and remoteness of area. Examined via photos only.. carcass skinless, blackened and severely deflated. No dorsal fin. Bones showing through holes in tissues. Examined via photos only.. .",
NW-2018-1204647,CRC-1679,"Whale, humpback",WA,Clallam,offshore,"approx 30 miles offshore, east of Sea Lion Rock",48.008,decimal degrees,-125.4052,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,N,N,N,N,See Remarks,,,7/23/18,Floating,Moderate Decomposition,Y,7/31/18,Moderate Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1065,cm,actual,0,,notMeasured,Y,Y,N,N,N,,,N,,,N,N,,N,,Y,,,"Seen/photographed floating on 23 July with fully inflated tongue hanging out of R side of mouth, heading SE. Based on the condition, external features, and location of the animal on the beach we believe it is the same individual. No internal exam was conducted per request of ONP due to its proximity to the trailhead and inability to dispose of carcass.. Laying on back. Abdomen bloated but throat deflated. Tongue punctured and scavenged, hanging out of right side of mouth at the gape. R eye scavenged. Shark bites on pec fins and tailstock. Skin sloughing all over abdomen and throat. Area that had been floating above water surface dry and cracking.. . no external signs of entanglement or trauma, but no internal exam conducted. Blubber sample extremely oily, animal appears to have been in good nutritional condition.",
NW-2018-1207985,2018-SJ048,"Whale, killer",WA,San Juan,Henry Island,North of San Juan Island just off of Henry Island,48.5949,decimal degrees,-123.2133,decimal degrees,CBD,N,N,N,,,See Remarks,,,,,,,N,CBD,,,,,See Remarks,,,7/25/18,Floating,Fresh Dead,N,7/25/18,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,72,in,estimate,0,,,Y,Y,,,,,,,,,,,,,,N,,,"Southern Resident Killer Whale, J-35, was first reported with a live calf on July 24, 2018 off the Victoria Waterfront in British Columbia, Canada. By the time the Center for Whale Research joined the scene on half hour later at Discovery Island, the calf was declared dead. J-35 was pushing the calf on her rostrum; when it would slip off her rostrum and sink, she would dive down and retrieve the carcass. The dead calf was reported in U.S. waters the following day (July 25) when photos were captured by The Whale Museum's Soundwatch crew (and others). J-35 was observed carrying her dead calf for at least the next 17 days. She was last confirmed carrying the calf on August 8, 2018 and she was first observed without the calf on August 11, 2018. Length values were not obtained by photogrammetry research team, so length is estimated from field observations and photos.. . .",
NW-2018-1204643,CRC-1681,"Whale, humpback",WA,Grays Harbor,Grayland,floating offshore 2NM,46.8127,decimal degrees,-124.1438,decimal degrees,Y,C,C,Y,,,See Remarks,,,,,,,N,Y,N,Y,N,N,See Remarks,,,8/6/18,Floating,Moderate Decomposition,Y,8/10/18,Moderate Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1148,cm,actual,0,,,Y,Y,N,N,N,,,N,,,N,N,,N,,Y,limited,8/13/18,"On Monday August 6th, a commercial fishing vessel reported a dead entangled humpback whale to USCG. The USCG flew over and confirmed (pictured above) at 10:35AM. Location was relayed as 2NM off shore and approx. 5NM north of Willipa Bay Entrance. Whale throat was distended floating belly up high in the water.  On Tuesday August 7th received an report that whale was floating ~¿ nm from shore off and ¿ mile south of Grayland Beach Road by shore observers from the Westport Aquarium, WDFW shellfish, NOAA Enforcemnt and Grayland Beach State Park from 1000-1900. Observers sighted the gear (orange bouys) and reports that whale appeared to be anchored in place and not moving location pictures were taken by due to distance gear was only able to be seen by binocular not in photos. While stranding network members were prepared to respond to the whale to collect entangling gear and conduct a necropsy if it came ashore, there were no further sightings until Thursday. This was partially due to fog conditions of shores and likely because whale had moved further out. Observers searched all beaches from Ocean City to Mouth of Columbia River. On Thursday August 9th, at 13:30, a report came from a commercial fishing vessel approximately 2 to 3 nm offshore 46° 52.9' N / 124° 12.7' W to the south west of the entrance to Grays Harbor. With hopes that it may yet come ashore, stranding network teams remained on stand-by. Pictures where taken by RP and sent to WDFW. No bouys were note in picture but photos only of the left side of whale. On Friday August 10th a USCG buoy tender observed the whale near buoy # 2 (46° 52.7¿ N / 124° 12.6¿W) at 11:30. With hopes of retrieving the entangling gear, images and skin and blubber samples a team of Cascadia Research Collective, Sealife Response Rehab and Research and Washington Department of Fish and Wildlife responded and located the animal at 16:20 at 46° 55.6¿N / 124° 12¿ W to the north west of the north jetty off Ocean Shores. Unfortunately, all lines and buoys were removed before our arrival. We were able to confirm this as the same animal reported on August 6th using pigmentation on the pleats from both sightings. Two deep impressions with a three-strand line pattern on the right pectoral and line marks and abrasions around tail stock and peduncle indicated that the whale had been entangled recently. The team collected still photographs and underwater images from a gopro mounted on a pole. However, water clarity of less than one foot limited the ability to detect any rope or other wounds around the mouth and other submerged body parts. The team was able to collect skin and blubber sample (~10-12 cm) from the right side abdomen. The whale was left with green spray paint marks (the letter `W¿ on the right side of the pleats and double letter `W¿ on its left). On August 11th ~1900 Whale was sighted just ¿ mile north of the Ocean City no drive away ~100 feet off shore. On August 12th whale had landed ~1 mile North of the Ocean City no drive area. On August 13th CRC staff and Intern conducted a limited necropsy and exam on the whale.. 8/10: Bloated, floating belly up, skin baked and beginning to crack and fall off. Entanglement scars at peduncle and R pec fin (see HI comments). 8/13: on beach, skin slouging in large chunks, shark bites present (post mortem). Abrasions and indentations on R pec fin, tailstock to umbilicus, leading and trailing edges of flukes (see drawings).. . Orange buoys seen near tailstock in aerial photos, observers from shore on 07 Aug reported seeing buoys near whale and carcass appeared to be anchored in place. Boat exam 10 Aug--gear no longer on animal: Two deep impressions with a three-strand line pattern on the right pectoral and line marks and abrasions around tail stock and peduncle indicated that the whale had been entangled recently. Necropsy: Three additional linear abrasions across the fluke toward the peduncle, a surface abrasion on the right and two on the left whic",
NW-2018-1222072,MKH2018-010,"Whale, humpback",WA,Clallam,Neah Bay,Floating near Chito Beach,48.3004,decimal degrees,-124.4083,decimal degrees,Y,Y,N,N,,,See Remarks,,,,,,,N,Y,N,Y,,N,See Remarks,,,8/23/18,Floating,Fresh Dead,Y,8/23/18,Fresh Dead,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,965,cm,actual,0,lb,,Y,N,Y,N,N,,,N,,,N,N,,N,Carcass buried at 48 22.500 N 124 37.800 W,Y,complete,8/23/18,"Reporter observed a floating dead whale in kelp bed near Chito Beach. Initially reported to CRC & NOAA. Jonathan Scordino responded by boat. Bloated and floating at surface, but in excellent condition. Very little skin rubbing off. A few whale lice. Mouth open, lower jaw appears broken/dislocated and hanging. No obvious signs of entanglements or other external injuries. Whale towed to shore on Makah Reservation for necropsy. Tribal members kept edible parts and parts for cultural uses pursuant to Makah regualtions 2018-12.. lower left jaw appears broken or dislocated, tear at gape of mouth.. . Lower left jaw broken, skull fractured where jaw bone meets skull. Break in jaw severe enough for jaw bone to cut roof of mouth. After external and internal examination there were obvious signs of trauma in jaw and skull. Appears to have been struck by a ship.",
NW-2018-1204571,2018-CM-001,"Whale, humpback",WA,Clallam,Neah Bay,Off Neah Bay just outside of Juan de Fuca Strait,48.443183,decimal degrees,-124.923783,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,9/7/18,Floating,Advanced Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,240,in,estimate,,,,Y,Y,,,,,,,,,,,,,,N,,,"Observation from the Shimada ship ""I was alerted that the Shimada observed a decomposed whale carcass today (9/7) - it was seen at a distance and there was no interaction with the operations or vessel.ï¿¿ Visual observations with binoculars suggested it was quite decomposed and belly-up. The Chief Scientist thought that size and shape were likely consistent with a humpback. I am awaiting a couple of photos taken with a telephoto lens, but the email connection from the Shimada isn't great right now. Location of the whale was estimated by the ship's crew to be: 48 26.591 124 55.427ï¿¿ï¿¿""",
NW-2019-1209610,WDFW2019-017,"Whale, gray",WA,Pierce,Longbranch,18610 - 77th St CT KPS,47.187,decimal degrees,-122.789,decimal degrees,CBD,N,N,C,,,See Remarks,,,,,,,N,Y,Y,Y,N,N,See Remarks,,Histopath,2/23/19,Beach or Land,Fresh Dead,Y,2/24/19,Fresh Dead,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,867,cm,actual,1600,kg,estimate,Y,N,N,Y,N,,,N,,,N,N,,N,Skeleton buried and will be transferred to SPU,Y,limited,2/25/19,"Reported on 2/23 at LT. Whale was not there the day before. Neighbor walks beach every day and did not see. MAST responded to secure on 2/24 initial measurement 909 cm. Necropsy 2/25 whale is negatively buoyant and underwater until LT. Peanut head able to see ribs, obviously thin, Bleeding from blow hole, skin was reported to be coming off on sat. Fair whale lice. Killer whale rakes on peduncle and tail. Rake at mouth bot upper and lower jaw. Rakes also along dorsal back ~ 2 ft. in front of first knuckle. ~1 ft. of necrosis on each side of tail fluke with rakes associated with lesions/. . HI form completed HI= CBD. See form",
NW-2019-1211099,CRC-1709,"Whale, gray",WA,Grays Harbor,Ocean Shores,2 miles offshore of main ocean shores,46.9672,decimal degrees,-124.2153,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,N,N,,N,See Remarks,,,3/30/19,Floating,Moderate Decomposition,Y,3/30/19,Moderate Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,900,cm,estimate,0,,notMeasured,Y,N,N,N,N,,,N,,,N,N,,Y,left floating.,N,,,"Found floating by MarEco Tel biologists while doing research offshore.. bloated, skin starting to slough, floating L side up, head and tail underwater. Possibly male but not certain. Confirmed not same individual as PSU 04-02-Er.. . None seen, but only small portion of animal visible.",
NW-2019-1209924,PSU19-04-02-Er,"Whale, gray",WA,Pacific,Ocean Park,7 miles north of Oysterville Road access,46.65125,decimal degrees,-124.07244,decimal degrees,CBD,,,,,,,,,,,,,,Y,,Y,,Y,the whale was emaciated,,the whale was possibly alive when stranded (but unknown),4/2/19,Beach or Land,Moderate Decomposition,Y,4/2/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1225,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,Y,field necropsy,Y,limited,4/4/19,"the whale initially appeared thin but was later deemed emaciated upon further evaluation; based on initial stranding photos of animal oriented in an upright position while still in the surf and the ventral body hemorrhage pattern seen during necropsy, it is possible (but unknown) that she initially stranded alive; there was some bruising/hemorrhage on ventral thoracic and abdominal areas but also on dorsal side near left scapula; some lacerations on body and some blood from anus; heavy covering of barnacles and live whale lice; animal was not lactating or pregnant, but possibly postpartum given condition of uterus; she was lying on her right side, so that side could not be examined",
NW-2019-1211100,CRC-1710,"Whale, gray",WA,Grays Harbor,Taholah,Between Pt Grenville and Taholah,47.3311,decimal degrees,-124.2878,decimal degrees,Y,C,C,C,,Y,See Remarks,,,,,,,N,CBD,N,N,,N,See Remarks,,,4/10/19,Beach or Land,Advanced Decomposition,Y,5/2/19,Advanced Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,913,cm,actual,0,,notMeasured,Y,Y,N,N,N,,,N,,,N,N,,N,,N,,,"delay in response due to carcass condition and need for escort on tribal land.. carcass skinless and deflated. Some shark bites on tailstock. At response, carcass maggoty and sunburned.. . Large slice along L dorsal, parallel to body--postmortem, likley caused by knife. Postmortem mutilation.",
NW-2019-1211101,CRC-1711,"Whale, gray",WA,Grays Harbor,Queets,just S of Whale Creek,47.7815,decimal degrees,-124.3429,decimal degrees,CBD,C,C,C,,,See Remarks,,,,,,,N,CBD,N,N,,N,See Remarks,,,4/10/19,Beach or Land,Advanced Decomposition,Y,5/2/19,Advanced Decomposition,N,N,N,,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,900,cm,estimate,0,,notMeasured,Y,Y,N,N,N,,,N,,,N,N,,N,,N,,,"found dead on beach. Delay in response due to carcass condition and need for escort on tribal lands.. mostly skinless, blubber has ""furry"" appearance. Bones in head and pec fins exposed, some missing, fluke ragged.. . unable to determine due to carcass condition",
